Brand,Model,Car_Type,Year,Age_Years,Transmission,Fuel_Type,No_of_Owners,KM_Driven,Price_USD
Mercedes-Benz,GLC,SUV,2022,4,Manual,Diesel,1,64696,26950
Ford,Mustang Mach-E,SUV,2025,1,Automatic,Electric,1,14203,36390
Toyota,RAV4,SUV,2025,1,Semi-Automatic,Hybrid,1,13593,25660
Lexus,NX,SUV,2022,4,CVT,Petrol,1,94677,21890
Land Rover,Range Rover Evoque,SUV,2020,6,Automatic,Petrol,3,126062,20420
Honda,CR-V,SUV,2023,3,Automatic,Hybrid,2,46074,19270
Kia,Sorento,SUV,2023,3,Manual,Hybrid,2,42859,20440
Mazda,Mazda6,Sedan,2024,2,Automatic,Petrol,1,22158,18840
Subaru,Forester,SUV,2022,4,Automatic,Diesel,2,42101,16710
Subaru,Forester,SUV,2024,2,Semi-Automatic,Petrol,1,21514,21110
BMW,X5,SUV,2019,7,CVT,Diesel,1,83796,28050
BMW,X3,SUV,2020,6,Automatic,Hybrid,3,85422,21180
BMW,3 Series,Sedan,2016,10,Manual,Petrol,3,189726,10790
Toyota,Yaris,Sedan,2023,3,Manual,Petrol,2,40531,9440
Audi,Q7,SUV,2024,2,Automatic,Diesel,1,32382,43770
Ford,Mustang Mach-E,SUV,2023,3,Automatic,Electric,2,54650,28150
Skoda,Octavia,Sedan,2012,14,Manual,Petrol,3,96501,4700
Nissan,Rogue,SUV,2018,8,CVT,Petrol,1,144063,10490
Fiat,500,Hatchback,2022,4,Automatic,Diesel,2,107822,8240
Hyundai,i20,Hatchback,2016,10,CVT,Petrol,4,240979,1200
Audi,Q7,SUV,2018,8,Automatic,Diesel,1,72626,21830
BMW,X5,SUV,2023,3,Automatic,Petrol,2,33394,42630
Mercedes-Benz,C-Class,Sedan,2020,6,CVT,Petrol,3,106885,18730
Honda,Odyssey,Minivan,2013,13,Automatic,Diesel,5,127270,6390
Volkswagen,Golf,Hatchback,2023,3,Manual,Hybrid,2,41123,16140
GMC,Sierra 1500,Truck,2022,4,Manual,Petrol,1,89610,21950
Chevrolet,Equinox,SUV,2026,0,Manual,Petrol,1,500,26180
Toyota,RAV4,SUV,2013,13,Automatic,Hybrid,5,212872,4930
Chevrolet,Camaro,Coupe,2021,5,Automatic,Petrol,2,108902,14960
Toyota,Highlander,SUV,2024,2,Automatic,Hybrid,1,32093,28810
Ram,1500,Truck,2022,4,Automatic,Petrol,1,66268,22650
Nissan,370Z,Coupe,2021,5,Automatic,Diesel,2,74249,17250
Chevrolet,Traverse,SUV,2024,2,Automatic,Diesel,1,19169,28430
BMW,5 Series,Sedan,2013,13,CVT,Petrol,3,154609,11520
Lexus,NX,SUV,2014,12,Automatic,Petrol,3,161941,10430
Nissan,Leaf,Hatchback,2024,2,Automatic,Electric,1,25326,20150
Hyundai,Elantra,Sedan,2011,15,CVT,Diesel,4,158946,3410
Volvo,XC60,SUV,2024,2,Automatic,Petrol,1,22132,33430
Ford,F-150,Truck,2024,2,Manual,Petrol,1,48894,26610
Audi,A5,Coupe,2017,9,Automatic,Diesel,2,128297,16000
Volkswagen,Tiguan,SUV,2020,6,Automatic,Petrol,2,78800,14370
Kia,K5,Sedan,2017,9,CVT,Diesel,1,171642,5610
Kia,Rio,Hatchback,2021,5,Semi-Automatic,Petrol,1,50705,9300
Subaru,Outback,SUV,2022,4,Automatic,Petrol,1,83296,15810
BMW,X5,SUV,2020,6,Automatic,Petrol,3,134012,26250
Volkswagen,Golf,Hatchback,2023,3,Automatic,Diesel,1,21747,15960
Subaru,Forester,SUV,2019,7,Automatic,Hybrid,1,119191,11040
Audi,Q7,SUV,2022,4,Automatic,Petrol,1,52922,35160
Kia,EV6,SUV,2018,8,Automatic,Electric,3,94763,15610
Mini,Cooper,Hatchback,2022,4,Automatic,Petrol,1,60642,16240
Mazda,CX-9,SUV,2017,9,Automatic,Petrol,1,73828,13200
Ford,Mustang Mach-E,SUV,2025,1,Automatic,Electric,1,19401,35660
Toyota,Prius,Hatchback,2025,1,Automatic,Petrol,1,15313,21750
BMW,5 Series,Sedan,2024,2,CVT,Diesel,1,24910,37580
Ford,Explorer,SUV,2024,2,Automatic,Petrol,1,39237,28360
Toyota,Prius,Hatchback,2021,5,Automatic,Petrol,1,97582,14190
Hyundai,Santa Fe,SUV,2025,1,Automatic,Petrol,1,14311,27480
Hyundai,Veloster,Coupe,2020,6,CVT,Hybrid,2,61687,9940
Toyota,Prius,Hatchback,2018,8,Automatic,Petrol,1,85299,10850
Peugeot,208,Hatchback,2022,4,Automatic,Petrol,2,48869,12100
Chevrolet,Traverse,SUV,2018,8,Automatic,Diesel,2,91874,13640
Mini,Cooper Convertible,Convertible,2016,10,Manual,Diesel,1,164899,7370
Jeep,Grand Cherokee,SUV,2020,6,CVT,Diesel,3,73331,16840
BMW,5 Series,Sedan,2025,1,Manual,Petrol,1,7596,47420
Ford,F-150,Truck,2013,13,Automatic,Petrol,1,316856,2730
Nissan,Titan,Truck,2024,2,Automatic,Hybrid,1,35924,29370
Volkswagen,Passat,Sedan,2022,4,Manual,CNG,2,40931,13890
Land Rover,Range Rover Evoque,SUV,2015,11,CVT,Petrol,3,176645,11690
Jeep,Grand Cherokee,SUV,2022,4,Automatic,Petrol,1,60733,23950
Hyundai,i20,Hatchback,2020,6,CVT,Hybrid,3,75038,7090
Mini,Cooper Convertible,Convertible,2020,6,Automatic,Petrol,1,69184,14470
Nissan,370Z,Coupe,2013,13,Automatic,Petrol,5,224700,5770
Mazda,MX-5 Miata,Convertible,2014,12,Automatic,Diesel,4,115787,6920
Honda,Insight,Sedan,2023,3,Manual,Hybrid,1,42710,16500
Mercedes-Benz,C-Class,Sedan,2025,1,Automatic,Diesel,1,19082,35970
Chevrolet,Silverado 1500,Truck,2016,10,CVT,Petrol,3,199786,7240
Lexus,NX,SUV,2022,4,Automatic,Petrol,1,53168,26390
Nissan,370Z,Coupe,2026,0,Automatic,Petrol,1,500,32500
Kia,Rio,Hatchback,2020,6,Automatic,Petrol,2,62114,8020
Jeep,Grand Cherokee,SUV,2024,2,Automatic,Petrol,1,42256,30570
Skoda,Octavia,Sedan,2024,2,Semi-Automatic,Petrol,1,21878,18590
Mercedes-Benz,C-Class Coupe,Coupe,2023,3,Automatic,Petrol,1,46267,32780
Ram,1500,Truck,2023,3,Manual,Petrol,2,61207,21870
Kia,EV6,SUV,2020,6,Automatic,Electric,3,102986,17620
Ford,Mustang,Coupe,2022,4,Manual,Petrol,1,43755,17960
Kia,Carnival,Minivan,2020,6,Automatic,Hybrid,2,72296,16330
Chevrolet,Spark,Hatchback,2022,4,Manual,Diesel,2,95061,6450
Audi,A4,Sedan,2018,8,Automatic,Petrol,3,112512,15230
Mazda,Mazda3,Sedan,2021,5,CVT,Petrol,1,89078,11000
Volkswagen,Jetta,Sedan,2023,3,CVT,Petrol,1,49006,13290
Nissan,Altima,Sedan,2023,3,CVT,Petrol,2,55003,14720
Nissan,370Z,Coupe,2021,5,Automatic,Petrol,2,82026,18000
Kia,Carnival,Minivan,2022,4,Automatic,Petrol,1,29617,20000
Mazda,CX-5,SUV,2021,5,Manual,Petrol,2,74554,14440
Land Rover,Range Rover Evoque,SUV,2020,6,Automatic,Petrol,2,82614,21940
Volkswagen,Jetta,Sedan,2018,8,Automatic,Petrol,3,164199,6510
Jeep,Wrangler,SUV,2024,2,Automatic,Petrol,1,35026,24630
Honda,Accord,Sedan,2026,0,Semi-Automatic,Petrol,1,500,26640
Toyota,Corolla,Sedan,2023,3,Automatic,Petrol,2,58191,14550
BMW,5 Series,Sedan,2025,1,Manual,Petrol,1,14479,41340
Chevrolet,Camaro Convertible,Convertible,2013,13,Automatic,Diesel,2,139451,8490
Honda,City,Sedan,2023,3,Manual,Petrol,2,38119,10150
Mazda,CX-9,SUV,2016,10,Automatic,Petrol,2,155435,11230
Volvo,XC60,SUV,2026,0,Manual,Petrol,1,500,43360
Toyota,Yaris Hatchback,Hatchback,2020,6,Automatic,Petrol,3,51263,7480
Volkswagen,Tiguan,SUV,2018,8,Semi-Automatic,Petrol,2,135881,10040
BMW,3 Series,Sedan,2019,7,Automatic,Petrol,3,99200,17840
Porsche,911,Coupe,2020,6,CVT,Petrol,3,66191,47770
Subaru,Forester,SUV,2022,4,Manual,Petrol,1,82018,14590
Kia,Forte,Sedan,2022,4,Automatic,Petrol,2,50408,11690
Mazda,Mazda3,Sedan,2017,9,Automatic,Petrol,2,61680,7330
Toyota,Tundra,Truck,2021,5,Manual,Diesel,2,37042,20260
GMC,Sierra 1500,Truck,2025,1,CVT,Petrol,1,15496,31970
Hyundai,Sonata,Sedan,2025,1,Automatic,Petrol,1,7616,20450
Chevrolet,Equinox,SUV,2023,3,Automatic,Petrol,1,47540,18420
Ford,Mustang,Coupe,2016,10,Manual,Petrol,2,184252,7820
GMC,Terrain,SUV,2023,3,Automatic,Petrol,2,51031,18160
Honda,Fit,Hatchback,2018,8,Automatic,Petrol,3,129208,5860
Fiat,500,Hatchback,2011,15,Automatic,Petrol,3,188818,3420
Toyota,GR86,Coupe,2021,5,CVT,Diesel,1,48594,16210
Toyota,Yaris Hatchback,Hatchback,2025,1,CVT,Petrol,1,11810,14130
Volkswagen,Tiguan,SUV,2020,6,Manual,Diesel,1,78388,12170
Hyundai,Sonata,Sedan,2022,4,CVT,Petrol,1,58033,13920
Mini,Cooper Convertible,Convertible,2021,5,Automatic,Petrol,2,53756,15260
Porsche,911,Coupe,2018,8,Semi-Automatic,CNG,3,90533,35950
Volkswagen,Jetta,Sedan,2021,5,Manual,Petrol,2,49751,10300
Land Rover,Range Rover Sport,SUV,2020,6,Automatic,Petrol,3,112501,37930
Toyota,RAV4,SUV,2022,4,Automatic,Petrol,2,43964,17120
Honda,Pilot,SUV,2022,4,Semi-Automatic,Petrol,1,74174,22660
Porsche,911,Coupe,2025,1,Automatic,Diesel,1,23308,82440
Kia,Sorento,SUV,2024,2,Manual,Petrol,1,33033,23450
Ford,Explorer,SUV,2025,1,Manual,Petrol,1,7347,29730
Toyota,Corolla,Sedan,2019,7,Manual,Petrol,3,62273,8430
Ford,Explorer,SUV,2015,11,Manual,Petrol,4,209027,7760
Audi,A5,Coupe,2021,5,Automatic,Petrol,2,86012,23710
Nissan,Versa,Hatchback,2021,5,Semi-Automatic,Petrol,1,103477,6740
Land Rover,Range Rover Sport,SUV,2022,4,Automatic,Hybrid,2,43501,48560
Ram,1500,Truck,2020,6,Automatic,Diesel,2,156752,14470
BMW,3 Series,Sedan,2024,2,Manual,Petrol,1,28867,33310
Chevrolet,Camaro Convertible,Convertible,2015,11,CVT,Petrol,3,110032,10970
BMW,5 Series,Sedan,2016,10,Manual,Diesel,4,164938,13420
Hyundai,Veloster,Coupe,2025,1,Manual,Petrol,1,12899,17220
GMC,Terrain,SUV,2022,4,Manual,Petrol,2,53502,15620
Chevrolet,Equinox,SUV,2024,2,Automatic,Petrol,1,37111,19340
Honda,Ridgeline,Truck,2025,1,Manual,CNG,1,18389,27370
Jeep,Grand Cherokee,SUV,2017,9,Manual,Diesel,3,162185,10850
BMW,4 Series,Coupe,2021,5,Automatic,Diesel,1,74303,23980
Chevrolet,Equinox,SUV,2025,1,Manual,Petrol,1,18089,20570
Chevrolet,Spark,Hatchback,2021,5,Automatic,Petrol,1,78736,7690
Volvo,XC60,SUV,2024,2,Manual,Hybrid,1,15570,35100
Toyota,Prius,Hatchback,2015,11,Manual,Petrol,2,129929,6940
Mercedes-Benz,GLE,SUV,2013,13,Manual,Diesel,5,228277,9990
Lexus,RX,SUV,2024,2,CVT,Hybrid,1,25656,38020
Kia,Sorento,SUV,2015,11,Automatic,Hybrid,2,120537,9520
Kia,Carnival,Minivan,2023,3,CVT,Petrol,2,40021,22940
Mini,Cooper,Hatchback,2017,9,Automatic,Petrol,1,63953,8890
Lexus,NX,SUV,2015,11,Automatic,Diesel,1,156483,11420
Nissan,370Z,Coupe,2024,2,Manual,Petrol,1,30628,24000
Ford,Mustang Mach-E,SUV,2025,1,Automatic,Electric,1,11915,36960
Toyota,Highlander,SUV,2020,6,Manual,Petrol,1,126879,16390
GMC,Acadia,SUV,2023,3,Semi-Automatic,Hybrid,2,37706,25190
Volkswagen,Atlas,SUV,2021,5,Manual,Petrol,1,73587,17820
Subaru,Outback,SUV,2017,9,Automatic,Petrol,4,105769,8720
Skoda,Octavia,Sedan,2025,1,Automatic,Diesel,1,12520,19350
Mercedes-Benz,C-Class Coupe,Coupe,2017,9,Semi-Automatic,Petrol,2,98976,17600
Toyota,Tundra,Truck,2021,5,Automatic,Petrol,2,88138,19710
Lexus,RX,SUV,2021,5,Automatic,Diesel,1,66423,23820
Mercedes-Benz,C-Class,Sedan,2012,14,Automatic,Petrol,5,270252,5980
BMW,Z4,Convertible,2019,7,CVT,Petrol,2,94644,23090
Toyota,Yaris,Sedan,2022,4,Automatic,Petrol,1,93444,8510
BMW,X3,SUV,2021,5,Automatic,Petrol,2,62640,26010
Ford,Mustang,Coupe,2025,1,Automatic,CNG,1,17151,25870
GMC,Terrain,SUV,2016,10,Automatic,Hybrid,1,165993,8640
Ford,Mustang Mach-E,SUV,2024,2,Automatic,Electric,1,20601,30120
Mini,Cooper,Hatchback,2020,6,Semi-Automatic,Petrol,1,59535,13560
Fiat,500,Hatchback,2023,3,Automatic,Petrol,2,28723,11070
Chevrolet,Equinox,SUV,2024,2,Automatic,Petrol,1,26823,21110
Audi,Q5,SUV,2018,8,CVT,Petrol,3,104520,16580
Chevrolet,Camaro,Coupe,2021,5,Manual,Petrol,1,69652,15570
Honda,Ridgeline,Truck,2023,3,CVT,Petrol,2,27446,23630
Chevrolet,Camaro Convertible,Convertible,2021,5,Automatic,Petrol,2,111323,19810
Audi,Q5,SUV,2023,3,Automatic,Petrol,1,62173,31580
Volvo,XC90,SUV,2020,6,Semi-Automatic,Petrol,2,70954,29430
Lexus,NX,SUV,2020,6,Automatic,Diesel,2,113985,16600
Mazda,Mazda6,Sedan,2017,9,Automatic,Diesel,3,146584,7880
Volkswagen,ID.4,SUV,2017,9,Automatic,Electric,2,140918,12230
Honda,City,Sedan,2020,6,Automatic,Diesel,3,100381,6640
Volkswagen,Passat,Sedan,2021,5,Manual,Petrol,1,59720,12320
Land Rover,Range Rover Sport,SUV,2016,10,Automatic,Diesel,1,134622,24360
Ford,Explorer,SUV,2024,2,Automatic,Petrol,1,20096,26930
Kia,EV6,SUV,2024,2,Automatic,Electric,1,23075,33040
BMW,3 Series,Sedan,2022,4,Manual,Petrol,2,87090,22570
Hyundai,Tucson,SUV,2024,2,Automatic,Petrol,1,39236,20800
Audi,Q7,SUV,2025,1,Automatic,Petrol,1,11568,46830
Porsche,911,Coupe,2018,8,CVT,Petrol,2,74815,41120
Hyundai,Veloster,Coupe,2019,7,Manual,Petrol,3,105785,8480
Mazda,CX-5,SUV,2020,6,CVT,Petrol,2,111922,11150
GMC,Terrain,SUV,2020,6,Manual,Diesel,1,101505,12170
Hyundai,Veloster,Coupe,2025,1,Automatic,Petrol,1,15101,18690
Toyota,Corolla,Sedan,2015,11,Manual,Diesel,2,160133,5140
Lexus,ES,Sedan,2022,4,CVT,Diesel,1,84568,23500
Jeep,Wrangler,SUV,2022,4,Automatic,Diesel,1,53766,21110
Subaru,Legacy,Sedan,2021,5,Automatic,Petrol,2,103413,11960
Mazda,CX-5,SUV,2022,4,Automatic,Petrol,2,73653,16070
Nissan,Sentra,Sedan,2022,4,Automatic,Petrol,2,70508,12030
Hyundai,i20,Hatchback,2018,8,Automatic,Petrol,3,106104,5720
Lexus,ES,Sedan,2026,0,Automatic,Petrol,1,500,39380
Fiat,500,Hatchback,2020,6,Automatic,Petrol,1,130467,6800
BMW,4 Series,Coupe,2020,6,Automatic,Hybrid,2,128457,23280
Nissan,370Z,Coupe,2019,7,Automatic,Petrol,1,150122,14460
Chevrolet,Camaro Convertible,Convertible,2018,8,Automatic,Diesel,2,127222,14870
Kia,Rio,Hatchback,2012,14,Automatic,Petrol,2,163395,3720
Toyota,Yaris,Sedan,2022,4,Automatic,Petrol,2,26691,9570
Ford,Mustang Mach-E,SUV,2019,7,Automatic,Electric,1,152588,17940
Lexus,NX,SUV,2018,8,Manual,Petrol,2,140752,13320
Toyota,Camry,Sedan,2018,8,Manual,Petrol,1,164348,8450
Ram,1500,Truck,2022,4,Manual,CNG,2,38263,18580
Nissan,Sentra,Sedan,2023,3,Manual,CNG,2,62495,11390
Hyundai,Veloster,Coupe,2026,0,Automatic,Petrol,1,500,21080
Tesla,Model S,Sedan,2013,13,Automatic,Electric,1,78862,15340
Kia,Carnival,Minivan,2014,12,Automatic,Petrol,5,135765,7650
GMC,Sierra 1500,Truck,2020,6,CVT,Petrol,1,70644,17710
Toyota,Sienna,Minivan,2017,9,Manual,Petrol,1,110954,12020
Chrysler,Pacifica,Minivan,2017,9,Automatic,Petrol,4,156154,11020
Toyota,Sienna,Minivan,2024,2,Automatic,Petrol,1,14727,27750
Kia,Sportage,SUV,2024,2,Automatic,Petrol,1,21504,19730
Volkswagen,Passat,Sedan,2023,3,Automatic,Diesel,2,38130,15900
Audi,A6,Sedan,2024,2,Automatic,Petrol,1,21094,41600
Land Rover,Range Rover Sport,SUV,2021,5,Automatic,Petrol,1,101977,41460
Ram,1500,Truck,2024,2,Automatic,Petrol,1,45473,28300
Nissan,Sentra,Sedan,2024,2,Automatic,Petrol,1,31544,15570
Audi,Q5,SUV,2021,5,Manual,Petrol,1,38542,23570
Mazda,MX-5 Miata,Convertible,2018,8,Automatic,Petrol,2,72687,11700
Kia,K5,Sedan,2016,10,Automatic,Petrol,2,123739,7610
Lexus,IS,Sedan,2024,2,Semi-Automatic,Petrol,1,19733,29990
Jeep,Compass,SUV,2016,10,Automatic,Petrol,2,196374,6590
Chevrolet,Bolt EV,Hatchback,2022,4,Automatic,Electric,2,57164,13400
Hyundai,Tucson,SUV,2020,6,Automatic,Petrol,3,154998,9140
Mazda,CX-5,SUV,2022,4,Automatic,Diesel,2,70698,14900
Land Rover,Range Rover Sport,SUV,2022,4,Manual,Diesel,1,35004,44410
Renault,Clio,Hatchback,2020,6,Automatic,Petrol,3,53602,8540
Toyota,Sienna,Minivan,2019,7,Manual,Hybrid,1,84859,15020
Hyundai,Tucson,SUV,2020,6,Manual,Diesel,1,70457,12140
Honda,Insight,Sedan,2022,4,Automatic,Hybrid,1,38554,15920
Honda,City,Sedan,2021,5,Automatic,Petrol,2,102822,7680
Ford,Mustang Convertible,Convertible,2023,3,Automatic,Petrol,2,23519,24690
Chevrolet,Malibu,Sedan,2017,9,Automatic,Petrol,3,112481,8600
Toyota,Prius Prime,Hatchback,2021,5,CVT,Hybrid,1,49403,15710
Subaru,Legacy,Sedan,2016,10,Automatic,Diesel,1,168172,6150
Kia,Sportage,SUV,2024,2,Automatic,Diesel,1,29217,19630
Honda,CR-V,SUV,2019,7,Automatic,Diesel,3,122228,11690
Audi,A4,Sedan,2022,4,Automatic,Diesel,2,44566,22700
Mercedes-Benz,E-Class,Sedan,2013,13,Automatic,Diesel,2,97135,12450
Ford,Escape,SUV,2025,1,Automatic,Petrol,1,14193,23870
Chevrolet,Malibu,Sedan,2021,5,Automatic,Hybrid,1,130370,12390
BMW,X3,SUV,2021,5,Manual,Petrol,2,118321,21720
Porsche,911,Coupe,2019,7,Automatic,Hybrid,3,63131,44300
Chevrolet,Silverado 1500,Truck,2025,1,Automatic,Diesel,1,11863,29940
Skoda,Octavia,Sedan,2022,4,Automatic,Petrol,1,72269,14190
Hyundai,Sonata,Sedan,2016,10,Automatic,Petrol,3,80775,7690
Land Rover,Range Rover Sport,SUV,2022,4,Manual,Petrol,2,59295,42890
Ford,Mustang Mach-E,SUV,2017,9,Automatic,Electric,1,80231,14800
Volvo,XC90,SUV,2022,4,Automatic,Diesel,2,56660,30410
Lexus,ES,Sedan,2021,5,Automatic,Diesel,2,76642,19620
Toyota,Camry,Sedan,2020,6,Automatic,Petrol,3,95670,11880
Toyota,GR86,Coupe,2018,8,Automatic,Petrol,2,104214,11440
Kia,EV6,SUV,2019,7,Automatic,Electric,3,113225,16090
Volvo,XC60,SUV,2016,10,Automatic,Petrol,2,83058,14810
Hyundai,Elantra,Sedan,2014,12,Automatic,Petrol,5,147265,4530
Toyota,RAV4,SUV,2023,3,Manual,Diesel,2,32094,18070
Ford,Escape,SUV,2015,11,Automatic,Diesel,2,80608,8280
Ford,F-150,Truck,2017,9,Semi-Automatic,Diesel,1,163027,11020
Honda,Pilot,SUV,2017,9,Automatic,Petrol,3,82728,12890
Toyota,GR86,Coupe,2024,2,Automatic,Petrol,1,37203,20240
Mazda,CX-9,SUV,2025,1,Automatic,Diesel,1,18787,27530
Mazda,Mazda3,Sedan,2024,2,CVT,Diesel,1,19444,16990
Volvo,XC60,SUV,2021,5,Automatic,Petrol,1,47640,24640
Audi,A5,Coupe,2015,11,Automatic,Petrol,1,147198,13920
Nissan,Murano,SUV,2019,7,Automatic,Diesel,1,67991,14330
Subaru,Legacy,Sedan,2021,5,Automatic,Diesel,1,64247,12220
Volkswagen,Atlas,SUV,2020,6,Automatic,Petrol,2,126453,17330
Hyundai,Tucson,SUV,2017,9,Automatic,Hybrid,4,155520,8890
Chevrolet,Traverse,SUV,2025,1,Manual,Petrol,1,15424,30540
Audi,A4,Sedan,2022,4,Semi-Automatic,Petrol,2,52600,25650
Volvo,XC60,SUV,2017,9,Manual,Petrol,4,131755,12430
BMW,5 Series,Sedan,2023,3,Automatic,Diesel,2,46868,36650
Volkswagen,Atlas,SUV,2022,4,Semi-Automatic,Petrol,2,46888,22800
Chevrolet,Camaro Convertible,Convertible,2023,3,Automatic,Petrol,2,34945,25130
Ford,Mustang Convertible,Convertible,2015,11,Automatic,Petrol,4,196786,8210
Nissan,Titan,Truck,2019,7,Automatic,Hybrid,2,81734,15890
Volkswagen,Tiguan,SUV,2020,6,Manual,Petrol,2,66058,13140
Ford,Explorer,SUV,2012,14,Automatic,Petrol,3,145262,7820
Volvo,XC60,SUV,2022,4,CVT,Petrol,1,76420,25000
Honda,Fit,Hatchback,2015,11,Automatic,Petrol,1,141179,4710
Nissan,Titan,Truck,2015,11,Automatic,Hybrid,3,99009,10250
Toyota,RAV4,SUV,2019,7,Automatic,Diesel,2,126475,10700
Hyundai,Santa Fe,SUV,2013,13,Manual,Petrol,1,243973,5510
Jeep,Grand Cherokee,SUV,2013,13,Manual,Diesel,5,113506,7080
Honda,City,Sedan,2017,9,Automatic,Petrol,3,127816,5660
Subaru,Forester,SUV,2016,10,Automatic,Petrol,2,118214,8480
Toyota,Tacoma,Truck,2018,8,Manual,Petrol,2,182211,9570
Honda,Fit,Hatchback,2023,3,Manual,Petrol,2,52219,10570
Suzuki,Swift,Hatchback,2023,3,Manual,Diesel,1,27905,9950
Subaru,Outback,SUV,2022,4,Semi-Automatic,Petrol,1,36725,17580
Land Rover,Range Rover Evoque,SUV,2013,13,CVT,Petrol,4,147445,10000
Kia,Forte,Sedan,2022,4,Automatic,Hybrid,1,67997,12290
BMW,X3,SUV,2017,9,Automatic,Hybrid,3,87485,15570
Tesla,Model S,Sedan,2022,4,Automatic,Electric,1,59754,40330
Jeep,Wrangler,SUV,2021,5,Automatic,Petrol,2,57631,17660
Mini,Cooper,Hatchback,2022,4,CVT,Hybrid,2,44500,16550
Nissan,Titan,Truck,2015,11,Automatic,Diesel,2,117654,10190
Chevrolet,Camaro,Coupe,2016,10,CVT,Petrol,4,124358,8340
Tesla,Model Y,SUV,2023,3,Automatic,Electric,1,63237,27630
Nissan,Altima,Sedan,2018,8,Automatic,Petrol,2,105555,10180
Tesla,Model 3,Sedan,2024,2,Automatic,Electric,1,25685,29880
Subaru,Forester,SUV,2020,6,Manual,Diesel,1,117845,11740
Peugeot,208,Hatchback,2023,3,Automatic,Petrol,1,63115,11990
Hyundai,Veloster,Coupe,2020,6,Automatic,Petrol,2,81030,10710
Tesla,Model S,Sedan,2023,3,Automatic,Electric,1,64225,48510
Skoda,Octavia,Sedan,2025,1,CVT,Petrol,1,11225,20180
Toyota,Corolla,Sedan,2015,11,Automatic,Diesel,4,198166,4750
Tesla,Model 3,Sedan,2023,3,Automatic,Electric,2,37431,26490
Porsche,911,Coupe,2022,4,Automatic,Petrol,1,51460,63370
Volvo,XC60,SUV,2026,0,Automatic,Diesel,1,500,41970
Hyundai,Tucson,SUV,2025,1,Automatic,Petrol,1,18794,24190
Chrysler,Pacifica,Minivan,2025,1,Manual,Petrol,1,13164,26800
Ford,Mustang Mach-E,SUV,2020,6,Automatic,Electric,2,64837,18920
BMW,4 Series,Coupe,2024,2,Automatic,Petrol,1,39502,35350
Hyundai,Santa Fe,SUV,2020,6,CVT,Petrol,2,83592,14930
Mercedes-Benz,C-Class,Sedan,2020,6,CVT,Petrol,2,41345,20480
BMW,4 Series,Coupe,2016,10,Automatic,Petrol,4,83641,14150
Nissan,Leaf,Hatchback,2024,2,Automatic,Electric,1,25966,19990
Suzuki,Swift,Hatchback,2024,2,Manual,Petrol,1,31247,11130
Ford,Mustang,Coupe,2023,3,Automatic,Petrol,1,42898,20780
Volkswagen,Jetta,Sedan,2021,5,Manual,Petrol,2,46969,11360
Toyota,RAV4,SUV,2017,9,CVT,CNG,2,65124,8800
Kia,K5,Sedan,2025,1,Manual,Petrol,1,15034,20240
Mercedes-Benz,E-Class,Sedan,2019,7,Automatic,Petrol,3,62802,24540
Volkswagen,ID.4,SUV,2024,2,Automatic,Electric,1,36672,27770
Lexus,RX,SUV,2022,4,Automatic,Petrol,2,59688,27630
Subaru,Outback,SUV,2019,7,Manual,Petrol,2,115802,10810
Chrysler,Pacifica,Minivan,2024,2,Automatic,Petrol,1,37188,24880
Nissan,Sentra,Sedan,2022,4,Automatic,Petrol,2,68642,10920
BMW,X3,SUV,2021,5,Manual,Petrol,1,58123,23740
Mercedes-Benz,C-Class Coupe,Coupe,2020,6,Manual,Petrol,2,102125,19990
GMC,Acadia,SUV,2022,4,Manual,Petrol,1,25138,21760
Kia,EV6,SUV,2018,8,Automatic,Electric,3,125717,14800
Toyota,GR86,Coupe,2025,1,CVT,Petrol,1,6311,25370
Honda,City,Sedan,2023,3,Automatic,Petrol,1,36280,11080
Volkswagen,ID.4,SUV,2019,7,Automatic,Electric,2,127888,15030
Tesla,Model S,Sedan,2022,4,Automatic,Electric,1,74603,42060
GMC,Terrain,SUV,2025,1,Semi-Automatic,Diesel,1,15392,25120
Volkswagen,Tiguan,SUV,2026,0,Automatic,Petrol,1,500,26480
Chevrolet,Silverado 1500,Truck,2019,7,Automatic,Hybrid,1,89071,16460
Volvo,XC90,SUV,2020,6,Automatic,Hybrid,3,68631,28540
Tesla,Model S,Sedan,2019,7,Automatic,Electric,2,154095,25750
Mazda,MX-5 Miata,Convertible,2024,2,Automatic,Petrol,1,21324,20830
Honda,City,Sedan,2022,4,Semi-Automatic,Petrol,2,37587,9480
Kia,Forte,Sedan,2023,3,Automatic,Petrol,1,60051,13340
Land Rover,Range Rover Sport,SUV,2019,7,Automatic,Petrol,3,74843,33160
Tesla,Model X,SUV,2013,13,Automatic,Electric,5,262721,14750
Audi,A4,Sedan,2015,11,CVT,Petrol,2,218293,8810
Mercedes-Benz,C-Class,Sedan,2024,2,Automatic,Petrol,1,25796,35120
Honda,CR-V,SUV,2023,3,Automatic,Hybrid,2,44036,19550
Ford,Focus,Hatchback,2015,11,Automatic,Petrol,4,216940,2490
Chevrolet,Camaro Convertible,Convertible,2014,12,CVT,Petrol,1,140645,9780
Nissan,Altima,Sedan,2015,11,Manual,Petrol,1,300759,1200
Jeep,Compass,SUV,2020,6,Manual,Petrol,2,86476,12730
Ford,F-150,Truck,2022,4,Manual,Hybrid,1,82520,20410
Kia,Carnival,Minivan,2024,2,Automatic,Diesel,1,20448,25790
